ip,method,endpoint,status,endpoint_length,param_count,has_query,attack
175.45.191.12,GET,/src/pages/admin/index.tsx,304,26,0,0,0
175.45.191.12,GET,/src/pages/books/index.tsx,304,26,0,0,0
175.45.191.12,GET,/src/pages/admin/books/index.tsx,304,32,0,0,0
175.45.191.12,GET,/src/pages/book/comments.tsx,304,28,0,0,0
175.45.191.12,GET,/src/pages/admin/books/edit/$id.tsx,304,35,0,0,0
175.45.191.12,GET,/src/pages/books/bookPlaceholder.tsx,304,36,0,0,0
175.45.191.12,GET,/src/pages/admin/books/create/index.tsx,304,39,0,0,0
175.45.191.12,GET,/src/pages/checkouts/index.tsx,304,30,0,0,0
175.45.191.12,GET,/src/pages/profile/$id.tsx,304,26,0,0,0
175.45.191.12,GET,/src/pages/login/index.tsx,304,26,0,0,0
175.45.191.12,GET,/src/pages/admin/users/index.tsx,304,32,0,0,0
175.45.191.12,GET,/src/pages/verify-otp/index.tsx,304,31,0,0,0
175.45.191.12,GET,/src/pages/error.tsx,304,20,0,0,0
175.45.191.12,GET,/src/pages/carts/index.tsx,304,26,0,0,0
175.45.191.12,GET,/src/pages/profile/index.tsx,304,28,0,0,0
175.45.191.12,GET,/src/pages/book/$id.tsx,304,23,0,0,0
175.45.191.12,GET,/src/pages/register/index.tsx,304,29,0,0,0
175.45.191.12,GET,/src/pages/index.tsx,304,20,0,0,0
175.45.191.12,GET,/src/navbar.tsx,304,15,0,0,0
175.45.191.12,GET,/src/props/requiredRole.tsx,304,27,0,0,0
175.45.191.12,GET,/src/components/ui/card.tsx,304,27,0,0,0
175.45.191.12,GET,/src/components/ui/select.tsx,304,29,0,0,0
175.45.191.12,GET,/src/props/truncater.tsx,304,24,0,0,0
175.45.191.12,GET,/src/components/ui/input.tsx,304,28,0,0,0
175.45.191.12,GET,/src/components/ui/button.tsx,304,29,0,0,0
175.45.191.12,GET,/src/hooks/useAuthFetch.ts,304,26,0,0,0
175.45.191.12,GET,/src/components/ui/input-otp.tsx,304,32,0,0,0
175.45.191.12,GET,/src/components/ui/textarea.tsx,304,31,0,0,0
175.45.191.12,GET,/src/components/ui/dialog.tsx,304,29,0,0,0
175.45.191.12,GET,/src/components/ui/navigation-menu.tsx,304,38,0,0,0
175.45.191.12,GET,/src/lib/utils.ts,304,17,0,0,0
175.45.191.10,GET,/?token=Kp5rLtCf5Hrs,200,20,0,1,0
175.45.191.11,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.12,POST,/api/v1/auths/login,403,19,0,0,0
175.45.191.11,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.12,POST,/api/v1/auths/login,401,19,0,0,0
139.162.221.245,HEAD,/login,200,6,0,0,0
172.236.221.181,GET,/login,200,6,0,0,0
172.236.221.181,GET,/login,200,6,0,0,0
172.236.221.181,GET,/login/robots.txt,200,17,0,0,0
172.236.221.181,GET,/login/sitemap.xml,200,18,0,0,0
172.236.221.181,GET,/login,200,6,0,0,0
172.236.221.181,GET,/login,200,6,0,0,0
175.45.191.11,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.12,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.11,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.12,POST,/api/v1/auths/login,403,19,0,0,0
175.45.188.252,POST,/api/v1/auths/login,403,19,0,0,0
175.45.188.252,POST,/api/v1/auths/login?ZVwu=9847%20AND%201%3D1%20UNION%20ALL%20SELECT%201%2CNULL%2C%27%3Cscript%3Ealert%28%22XSS%22%29%3C%2Fscript%3E%27%2Ctable_name%20FROM%20information_schema.tables%20WHERE%202%3E1--%2F%2A%2A%2F%3B%20EXEC%20xp_cmdshell%28%27cat%20..%2F..%2F..%2Fetc%2Fpasswd%27%29%23,403,283,0,1,0
175.45.188.252,POST,/api/v1/auths/login,403,19,0,0,0
175.45.188.252,POST,/api/v1/auths/login,403,19,0,0,0
175.45.188.252,POST,/api/v1/auths/login,401,19,0,0,0
175.45.188.252,POST,/api/v1/auths/login,403,19,0,0,0
175.45.188.252,POST,/api/v1/auths/login,403,19,0,0,0
175.45.188.252,POST,/api/v1/auths/login,403,19,0,0,0
175.45.188.252,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.11,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.12,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.12,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.11,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.12,POST,/api/v1/auths/login,403,19,0,0,0
175.45.191.12,GET,/register,200,9,0,0,0
175.45.191.12,GET,/@react-refresh,304,15,0,0,0
175.45.191.12,GET,/src/main.tsx,304,13,0,0,0
175.45.191.12,GET,/@vite/client,304,13,0,0,0
175.45.191.12,GET,/src/App.tsx,304,12,0,0,0
175.45.191.12,GET,/node_modules/vite/dist/client/env.mjs,304,38,0,0,0
175.45.191.12,GET,/src/pages/admin/books/edit/$id.tsx,304,35,0,0,0
175.45.191.12,GET,/src/pages/admin/books/index.tsx,304,32,0,0,0
175.45.191.12,GET,/src/pages/book/$id.tsx,304,23,0,0,0
175.45.191.12,GET,/src/pages/books/index.tsx,304,26,0,0,0
175.45.191.12,GET,/src/pages/book/comments.tsx,304,28,0,0,0
175.45.191.12,GET,/src/pages/login/index.tsx,304,26,0,0,0
175.45.191.12,GET,/src/pages/admin/users/index.tsx,304,32,0,0,0
175.45.191.12,GET,/src/pages/admin/books/create/index.tsx,304,39,0,0,0
175.45.191.12,GET,/src/pages/profile/$id.tsx,304,26,0,0,0
175.45.191.12,GET,/src/pages/admin/index.tsx,304,26,0,0,0
175.45.191.12,GET,/src/pages/checkouts/index.tsx,304,30,0,0,0
175.45.191.12,GET,/src/pages/register/index.tsx,304,29,0,0,0
175.45.191.12,GET,/src/pages/error.tsx,304,20,0,0,0
175.45.191.12,GET,/src/pages/index.tsx,304,20,0,0,0
175.45.191.12,GET,/src/pages/books/bookPlaceholder.tsx,304,36,0,0,0
175.45.191.12,GET,/src/pages/carts/index.tsx,304,26,0,0,0
175.45.191.12,GET,/src/pages/profile/index.tsx,304,28,0,0,0
175.45.191.12,GET,/src/pages/verify-otp/index.tsx,304,31,0,0,0
175.45.191.12,GET,/src/components/ui/input.tsx,304,28,0,0,0
175.45.191.12,GET,/src/components/ui/button.tsx,304,29,0,0,0
175.45.191.12,GET,/src/hooks/useAuthFetch.ts,304,26,0,0,0
175.45.191.13,GET,/?token=Kp5rLtCf5Hrs,200,20,0,1,0
175.45.191.12,GET,/src/components/ui/card.tsx,304,27,0,0,0
175.45.191.12,GET,/src/components/ui/select.tsx,304,29,0,0,0
175.45.191.12,GET,/src/navbar.tsx,304,15,0,0,0
175.45.191.12,GET,/src/props/truncater.tsx,304,24,0,0,0
175.45.191.12,GET,/src/props/requiredRole.tsx,304,27,0,0,0
175.45.191.12,GET,/src/components/ui/textarea.tsx,304,31,0,0,0
175.45.191.12,GET,/src/components/ui/dialog.tsx,304,29,0,0,0
175.45.191.12,GET,/src/components/ui/input-otp.tsx,304,32,0,0,0
175.45.191.12,GET,/src/lib/utils.ts,304,17,0,0,0
175.45.191.12,GET,/src/components/ui/navigation-menu.tsx,304,38,0,0,0
175.45.191.8,GET,/?token=Kp5rLtCf5Hrs,200,20,0,1,0
175.45.191.15,GET,/,200,1,0,0,0
175.45.191.15,GET,/@vite/client,304,13,0,0,0
175.45.191.15,GET,/src/main.tsx,304,13,0,0,0
175.45.191.15,GET,/@react-refresh,200,15,0,0,0
175.45.191.15,GET,/src/App.tsx,200,12,0,0,0
175.45.191.15,GET,/node_modules/vite/dist/client/env.mjs,200,38,0,0,0
175.45.191.15,GET,/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=8ec0af90,200,60,0,1,0
175.45.191.15,GET,/src/index.css,200,14,0,0,0
175.45.191.15,GET,/node_modules/.vite/deps/react-dom_client.js?v=49300425,200,55,0,1,0
175.45.191.15,GET,/src/pages/admin/index.tsx,200,26,0,0,0
175.45.191.15,GET,/src/pages/admin/books/create/index.tsx,200,39,0,0,0
175.45.191.15,GET,/src/pages/books/index.tsx,200,26,0,0,0
175.45.191.15,GET,/src/pages/books/bookPlaceholder.tsx,200,36,0,0,0
175.45.191.15,GET,/src/pages/index.tsx,200,20,0,0,0
175.45.191.15,GET,/src/pages/verify-otp/index.tsx,200,31,0,0,0
175.45.191.15,GET,/src/pages/register/index.tsx,200,29,0,0,0
175.45.191.15,GET,/src/pages/admin/books/edit/$id.tsx,304,35,0,0,0
175.45.191.15,GET,/src/pages/error.tsx,304,20,0,0,0
175.45.191.15,GET,/src/pages/profile/index.tsx,304,28,0,0,0
175.45.191.15,GET,/src/pages/checkouts/index.tsx,304,30,0,0,0
175.45.191.15,GET,/src/pages/book/comments.tsx,304,28,0,0,0
175.45.191.15,GET,/src/pages/book/$id.tsx,200,23,0,0,0
175.45.191.15,GET,/src/pages/profile/$id.tsx,304,26,0,0,0
175.45.191.15,GET,/src/pages/admin/users/index.tsx,304,32,0,0,0
175.45.191.15,GET,/src/pages/login/index.tsx,304,26,0,0,0
175.45.191.15,GET,/src/pages/carts/index.tsx,304,26,0,0,0
175.45.191.15,GET,/src/pages/admin/books/index.tsx,304,32,0,0,0
175.45.191.15,GET,/node_modules/.vite/deps/react-router-dom.js?v=f54f7c44,200,55,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/chunk-DC5AMYBS.js?v=71990c3e,200,53,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/chunk-OX56QJAV.js?v=71990c3e,200,53,0,1,0
175.45.191.11,GET,/?token=Kp5rLtCf5Hrs,200,20,0,1,0
175.45.191.15,GET,/src/navbar.tsx,200,15,0,0,0
175.45.191.15,GET,/src/components/ui/card.tsx,200,27,0,0,0
175.45.191.15,GET,/src/props/requiredRole.tsx,200,27,0,0,0
175.45.191.15,GET,/src/components/ui/input.tsx,304,28,0,0,0
175.45.191.15,GET,/src/components/ui/button.tsx,304,29,0,0,0
175.45.191.15,GET,/src/hooks/useAuthFetch.ts,304,26,0,0,0
175.45.191.15,GET,/src/components/ui/select.tsx,200,29,0,0,0
175.45.191.15,GET,/src/props/truncater.tsx,200,24,0,0,0
175.45.191.15,GET,/node_modules/.vite/deps/react.js?v=8ec0af90,200,44,0,1,0
175.45.191.15,GET,/src/components/ui/input-otp.tsx,200,32,0,0,0
175.45.191.15,GET,/src/components/ui/dialog.tsx,200,29,0,0,0
175.45.191.15,GET,/src/components/ui/textarea.tsx,200,31,0,0,0
175.45.191.15,GET,/node_modules/.vite/deps/@radix-ui_react-avatar.js?v=9b25fbc6,200,61,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/axios.js?v=a16a18a0,200,44,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/input-otp.js?v=65b1f1a5,200,48,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/lucide-react.js?v=e0412f45,200,51,0,1,0
175.45.191.15,GET,/src/components/ui/navigation-menu.tsx,200,38,0,0,0
175.45.191.15,GET,/src/lib/utils.ts,200,17,0,0,0
175.45.191.15,GET,/node_modules/.vite/deps/class-variance-authority.js?v=d27f87e3,200,63,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/@radix-ui_react-slot.js?v=080505c3,200,59,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/@radix-ui_react-select.js?v=d9c87407,200,61,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/@radix-ui_react-dialog.js?v=6be15150,200,61,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/chunk-5AS4NL4J.js?v=71990c3e,200,53,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/clsx.js?v=52187f13,200,43,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/chunk-U7P2NEEE.js?v=71990c3e,200,53,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/tailwind-merge.js?v=f87e57f4,200,53,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/chunk-GAULL5HR.js?v=71990c3e,200,53,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/chunk-NQFKLIXP.js?v=71990c3e,200,53,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/chunk-QSHKLHNU.js?v=71990c3e,200,53,0,1,0
175.45.191.15,GET,/node_modules/.vite/deps/chunk-LXSACXOY.js?v=71990c3e,200,53,0,1,0
175.45.191.15,GET,/favicon.ico,404,12,0,0,0
175.45.191.15,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.14,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.15,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.14,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.14,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.11,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.9,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.15,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.14,POST,/api/v1/auths/login,403,19,0,0,0
175.45.191.11,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.11,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.15,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.12,POST,/api/v1/auths/login,403,19,0,0,0
175.45.191.15,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.14,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.14,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.14,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.15,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.15,POST,/api/v1/auths/login,200,19,0,0,0
175.45.191.15,GET,/api/v1/books?search=&page=1&size=9,200,35,2,1,0
175.45.191.15,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.14,POST,/api/v1/auths/login,401,19,0,0,0
175.45.191.15,OPTIONS,/api/v1/auths/login,204,19,0,0,0
175.45.191.14,POST,/api/v1/auths/login,403,19,0,0,0
175.45.191.11,OPTIONS,/api/v1/auths/verify-otp,204,24,0,0,0
175.45.191.11,POST,/api/v1/auths/verify-otp,401,24,0,0,0
175.45.191.11,POST,/api/v1/auths/verify-otp,401,24,0,0,0
175.45.191.11,OPTIONS,/api/v1/auths/verify-otp,204,24,0,0,0
175.45.191.11,POST,/api/v1/auths/verify-otp,401,24,0,0,0
175.45.191.11,GET,/verify-otp?email=lineeranger69@gmail.comORtrue,200,47,0,1,0
175.45.191.11,GET,/@vite/client,304,13,0,0,0
175.45.191.11,GET,/src/main.tsx,304,13,0,0,0
175.45.191.11,GET,/@react-refresh,304,15,0,0,0
175.45.191.11,GET,/node_modules/vite/dist/client/env.mjs,304,38,0,0,0
175.45.191.11,GET,/src/App.tsx,304,12,0,0,0
175.45.191.11,GET,/src/pages/admin/books/create/index.tsx,304,39,0,0,0
175.45.191.11,GET,/src/pages/admin/books/edit/$id.tsx,304,35,0,0,0
175.45.191.11,GET,/src/pages/admin/books/index.tsx,304,32,0,0,0
175.45.191.11,GET,/src/pages/admin/index.tsx,304,26,0,0,0
175.45.191.11,GET,/src/pages/book/$id.tsx,304,23,0,0,0
175.45.191.11,GET,/src/pages/books/bookPlaceholder.tsx,304,36,0,0,0
175.45.191.11,GET,/src/pages/book/comments.tsx,304,28,0,0,0
175.45.191.11,GET,/src/pages/carts/index.tsx,304,26,0,0,0
175.45.191.11,GET,/src/pages/books/index.tsx,304,26,0,0,0
175.45.191.11,GET,/src/pages/admin/users/index.tsx,304,32,0,0,0
175.45.191.11,GET,/src/pages/login/index.tsx,304,26,0,0,0
175.45.191.11,GET,/src/pages/register/index.tsx,304,29,0,0,0
175.45.191.11,GET,/src/pages/index.tsx,304,20,0,0,0
175.45.191.11,GET,/src/pages/checkouts/index.tsx,304,30,0,0,0
175.45.191.11,GET,/src/pages/verify-otp/index.tsx,304,31,0,0,0
175.45.191.11,GET,/src/pages/profile/index.tsx,304,28,0,0,0
175.45.191.11,GET,/src/pages/error.tsx,304,20,0,0,0
175.45.191.11,GET,/src/pages/profile/$id.tsx,304,26,0,0,0
